"isn_seq";"ano";"cod_acao";"titulo";"dt_carga"
"10721";"2014";"14442";"ESTUDOS E PROJETOS / ESCOLA PROFISSIONALIZANTE/MARACANAÚ(MUCUNÃ)";"2014-07-28"
"10722";"2014";"14443";"ESTUDOS E PROJETOS / AQUISIÇÃO DE EQUIPAMENTOS PARA O HOSPITAL SÃO RAIMUNDO NON";"2014-07-28"
"10723";"2014";"14444";"ESTUDOS E PROJETOS / MICRO E MACRO DRENAGEM/MARACANAÚ";"2014-07-28"
"10724";"2014";"14445";"ESTUDOS E PROJETOS / AQUISIÇÃO DE EQUIPAMENTOS  PARA O HOSPITAL PADRE QUILIANO ";"2014-07-28"
"10725";"2014";"14446";"ESTUDOS E PROJETOS / AQUISIÇÃO DE EQUIPAMENTOS PARA O HOSPITAL E MATERNIDADE SA";"2014-07-28"
"10726";"2014";"14447";"ESTUDOS E PROJETOS / CENTRO DE EDUCAÇÃO E DESENVOLVIMENTO INFANTIL ARACATI";"2014-07-28"
"10727";"2014";"14448";"ESTUDOS E PROJETOS / AQUISIÇÃO DE EQUIPAMENTOS PARA O HOSPITAL E MATERNIDADE JO";"2014-07-28"
"10728";"2014";"14449";"ESTUDOS E PROJETOS / CAMPANHA PUBLICITÁRIA DE COMBATE AO USO E TRÁFICO DE DROGA";"2014-07-28"
"10729";"2014";"14450";"ESTUDOS E PROJETOS / AQUISIÇÃO DE EQUIPAMENTOS PARA O HOSPITAL E MATERNIDADE DE";"2014-07-28"
"10730";"2014";"14451";"ESTUDOS E PROJETOS / CONSERVAÇÃO DE RODOVIA / CE-060 - IGUATU";"2014-07-28"
"10731";"2014";"14452";"ESTUDOS E PROJETOS / CENTRAL DE ATENDIMENTO AO CIDADÃO DA DPGE";"2014-07-28"
"10732";"2014";"14453";"ESTUDOS E PROJETOS / RODOVIA IGUATÚ - JUCÁS (VIA BAÚ)";"2014-07-28"
"10733";"2014";"14454";"ESTUDOS E PROJETOS / NÚCLEO DE INTERNAÇÃO E RESSOCIALIZAÇÃO DE DEPENDENTES QUÍM";"2014-07-28"
"10734";"2014";"14455";"ESTUDOS E PROJETOS / CENTRAL DE ATENDIMENTO AO CIDADÃO DA DPGE";"2014-07-28"
"10735";"2014";"14456";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA - REGIÃO METROPOLITANA DO CARIRÍ";"2014-07-28"
"10736";"2014";"14457";"ESTUDOS E PROJETOS / URBANIZAÇÃO DAS MARGENS DO AÇUDE BANABUIU";"2014-07-28"
"10737";"2014";"14458";"ESTUDOS E PROJETOS / RODOVIA CRATO - NOVA OLINDA (VIA SANTA FÉ)";"2014-07-28"
"10738";"2014";"14459";"UnidadeVapt - Vupt Iguatu";"2014-07-28"
"10739";"2014";"14460";"ESTUDOS E PROJETOS / RECUPERAÇÃO DE RODOVIA ARACATI A CAJUEIRO";"2014-07-28"
"10740";"2014";"14461";"ESTUDOS E PROJETOS / APOIO FINANCEIRO A ENTIDADES QUE ATUAM COM EVENTOS JUNINOS";"2014-07-28"
"10741";"2014";"14462";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA / CAUCAIA (SÍTIOS NOVOS)";"2014-07-28"
"10742";"2014";"14463";"ESTUDOS E PROJETOS / APOIO A IMPLEMENTAÇÃO DE EQUIPAMENTOS PÚBLICOS DE ALIMENTA";"2014-07-28"
"10743";"2014";"14465";"ESTUDOS E PROJETOS / DELEGACIA REGIONAL DE POLICIA CIVIL IGUATU.";"2014-07-28"
"10744";"2014";"14466";"ESTUDOS E PROJETOS / APOIO FINANCEIRO NA DIVULGAÇÃO DA EXPOIGUATU.";"2014-07-28"
"10745";"2014";"14467";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO (3 KM) DA LOCALIDADE DE LAGOA VERMELHA, EM JA";"2014-07-28"
"10746";"2014";"14468";"ESTUDOS E PROJETOS /  ESCOLA PROFISSIONALIZANTE / SÃO GONÇALO DO AMARANTE.";"2014-07-28"
"10747";"2014";"14469";"ESTUDOS E PROJETOS/ SISTEMA DE ABASTECIMENTO DE ÁGUA/ PARACURÚ(MURIM).";"2014-07-28"
"10748";"2014";"14470";"ESTUDOS E PROJETOS / CADEIA PÚBLICA / SÃO GONÇALO DO AMARANTE";"2014-07-28"
"10749";"2014";"14471";"ESTUDOS E PROJETOS / APOIO FINANCEIRO A ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCI";"2014-07-28"
"10750";"2014";"14472";"ESTUDOS E PROJETOS / CICLOVIA CE 060 - IGUATU (CHAPADINHA - CAJAZEIRAS)";"2014-07-28"
"10751";"2014";"14473";"ESTUDOS E PROJETOS / ESCOLA PROFISSIONALIZANTE/SÃO LUIZ DO CURU.";"2014-07-28"
"10752";"2014";"14474";"ESTUDOS E PROJETOS / URBANIZAÇÃO DAS MARGENS DO AÇUDE PEREIRA DE MIRANDA /PENTE";"2014-07-28"
"10753";"2014";"14476";"ESTUDOS E PROJETOS / SANEAMENTO BÁSICO - TAÍBA";"2014-07-28"
"10754";"2014";"14477";"ESTUDOS E PROJETOS / COMBATE AO ABUSO E A EXPLORAÇÃO SEXUAL DA CRIANÇA E DO ADO";"2014-07-28"
"10755";"2014";"14478";"ESTUDOS E PROJETOS / URBANIZAÇÃO DA ORLA MARÍTIMA - TAÍBA";"2014-07-28"
"10756";"2014";"14479";"ESTUDOS E PROJETOS / INCLUSÃO DIGITAL DAS PESSOAS COM DEFICIÊNCIA.";"2014-07-28"
"10757";"2014";"14480";"ESTUDOS E PROJETOS / RESIDÊNCIAS ASSISTIDAS PARA PESSOAS COM DEFICIÊNCIAS.";"2014-07-28"
"10758";"2014";"14481";"ESTUDOS E PROJETOS / ACESSIBILIDADE DOS SITES GOVERNAMENTAIS ESTADUAIS.";"2014-07-28"
"10759";"2014";"14482";"ESTUDOS E PROJETOS / URBANIZAÇÃO DA LAGOA DE CROATÁ - SÃO GONÇALO DO AMARANTE";"2014-07-28"
"10760";"2014";"14483";"ESTUDOS E PROJETOS / SERVIÇO DE PSICOLOGIA NAS ESCOLAS PÚBLICAS ESTADUAIS.";"2014-07-28"
"10761";"2014";"14484";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA / PERÍMETRO IRRIGADO CURU-PARAIPABA";"2014-07-28"
"10762";"2014";"14485";"ESTUDOS E PROJETOS / INCLUSÃO DE PESSOAS COM DEFICIÊNCIA NAS ESCOLAS PÚBLICAS E";"2014-07-28"
"10763";"2014";"14486";"ESTUDOS E PROJETOS / PISO SALARIAL DOS PROFESSORES DA REDE PÚBLICA ESTADUAL";"2014-07-28"
"10764";"2014";"14487";"ESTUDOS E PROJETOS / INSTALAÇÃO DE SISTEMA DE ABASTECIMENTO DE ÁGUA ARACATI (TA";"2014-07-28"
"10765";"2014";"14488";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA / PARAIPABA (SETOR D-1)";"2014-07-28"
"10766";"2014";"14489";"ESTUDOS E PROJETOS / GRATUIDADE DE PASSAGENS NO TRANSPORTE COLETIVO PÚBLICO INT";"2014-07-28"
"10767";"2014";"14490";"ESTUDOS E PROJETOS / CADEIRAS ADAPTADAS PARA PESSOAS COM DEFICIÊNCIA NAS ESCOLA";"2014-07-28"
"10768";"2014";"14491";"ESTUDOS E PROJETOS / TEATRO MUNICIPAL BATURITÉ.";"2014-07-28"
"10769";"2014";"14492";"ESTUDOS E PROJETOS / COMBATE À EXPLORAÇÃO SEXUAL";"2014-07-28"
"10770";"2014";"14493";"ESTUDOS E PROJETOS / RESTAURANTE POPULAR - BATURITÉ";"2014-07-28"
"10771";"2014";"14494";"ESTUDOS E PROJETOS / COMBATE A EXTREMA POBREZA.";"2014-07-28"
"10772";"2014";"14495";"ESTUDOS E PROJETOS / POLÍTICA ESTADUAL DE PREVENÇÃO E TRATAMENTO DOS TRANSTORNO";"2014-07-28"
"10773";"2014";"14496";"ESTUDOS E PROJETOS / PROTEÇÃO SOCIAL À CRIANÇA E AO ADOLESCENTE VÍTIMA DE VIOLÊ";"2014-07-28"
"10774";"2014";"14497";"ESTUDOS E PROJETOS / ERRADICAÇÃO DO TRABALHO INFANTIL NO ESTADO DO CEARÁ.";"2014-07-28"
"10775";"2014";"14498";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA - AURORA";"2014-07-28"
"10776";"2014";"14499";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA MUCAMBO";"2014-07-28"
"10777";"2014";"14500";"ESTUDOS E PROJETOS / AQUISIÇÃO DE AMBULÂNCIA PARA O MUNICÍPIO DE MUCAMBO";"2014-07-28"
"10778";"2014";"14501";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA / PACAJUS";"2014-07-28"
"10779";"2014";"14502";"ESTUDOS E PROJETOS / CAMINHÃO PARA COLETA DE LIXO / AURORA";"2014-07-28"
"10780";"2014";"14503";"ESTUDOS E PROJETOS / SERVIÇO DE MASTOLOGIA ITINERANTE";"2014-07-28"
"10781";"2014";"14504";"ESTUDOS E PROJETOS / AQUISIÇÃO DE AMBULÂNCIA / AURORA";"2014-07-28"
"10782";"2014";"14505";"ESTUDOS E PROJETOS / DUPLICAÇÃO DE RODOVIA (TRIIÂNGULO: MARCO ) CE 7 KM";"2014-07-28"
"10783";"2014";"14506";"ESTUDOS E PROJETOS /  PISTA DE SKATE  PACAJUS";"2014-07-28"
"10784";"2014";"14507";"ESTUDOS E PROJETOS / FORTALECIMENTO DA INFRAESTRUTURA LABORATORIAL DA URCA";"2014-07-28"
"10785";"2014";"14508";"ESTUDOS E PROJETOS / ESCOLA PROFISSIONALIZANTE-JIJOCA";"2014-07-28"
"10786";"2014";"14509";"ESTUDOS E PROJETOS / AGRICULTURA FAMILIAR/BELA CRUZ.";"2014-07-28"
"10787";"2014";"14510";"ESTUDOS E PROJETOS / PAVIMETAÇÃO DE RODOVIA/PALMÁCIA(TIMBAUBAS - SACO VERDE)";"2014-07-28"
"10788";"2014";"14511";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO DE RODOVIA/ TRAIRI (CANAÃ-MUNDAÚ)";"2014-07-28"
"10789";"2014";"14512";"ESTUDOS E PROJETOS / PONTE SOBRE O RIO JAGUARIBE/ ITAIÇABA";"2014-07-28"
"10790";"2014";"14513";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO DE RODOVIA / AMONTADA (SABIAGUABA-SEDE)";"2014-07-28"
"10791";"2014";"14514";"ESTUDOS E PROJETOS / DELEGACIA DA MULHER / TIANGUÁ";"2014-07-28"
"10792";"2014";"14515";"ESTUDOS E PROJETOS / DELEGACIA DA MULHER / ACARAÚ";"2014-07-28"
"10793";"2014";"14516";"ESTUDOS E PROJETOS / CISTERNAS DE PLACA / AMONTADA";"2014-07-28"
"10794";"2014";"14517";"ESTUDOS E PROJETOS / COBERTURA DE QUADRA POLIESPORTIVA / MORAÚJO (GOIANINHA)";"2014-07-28"
"10795";"2014";"14520";"ESTUDOS E PROJETOS / CEO REGIONAL / RERIUTABA";"2014-07-28"
"10796";"2014";"14521";"ESTUDOS E PROJETOS / PASSAGEM MOLHADA - CRATEÚS (SANTO ANTÔNIO)";"2014-07-28"
"10797";"2014";"14522";"ESTUDOS E PROJETOS / URBANIZAÇÃO DO AÇUDE BANABUIÚ";"2014-07-28"
"10798";"2014";"14523";"ESTUDOS E PROJETOS / SEDE DA ASSOCIAÇÃO DOS MORADORES DE PACAJUS (BANGUÊ)";"2014-07-28"
"10799";"2014";"14524";"ESTUDOS E PROJETOS / REDE DE ABASTECIMENTO DÁGUA - CRATEÚS (CABEÇA DE ONÇA)";"2014-07-28"
"10800";"2014";"14525";"ESTUDOS E PROJETOS / ADUTORA DO RIO POTI - SÍTIO ESCURO (CRATEÚS)";"2014-07-28"
"10801";"2014";"14526";"ESTUDOS E PROJETOS / CENTRO MULTIMÍDIA DE COMUNICAÇÃO E INCLUSÃO DIGITAL/FORTAL";"2014-07-28"
"10802";"2014";"14527";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA/GUARACIABA DO NORTE";"2014-07-28"
"10803";"2014";"14528";"ESTUDOS E PROJETOS / DISTRITO INDUSTRIAL APUIARÉS.";"2014-07-28"
"10804";"2014";"14529";"ESTUDOS E PROJETOS / REDE DE ABASTECIMENTO DÁGUA - CRATEÚS (LAJE E LADEIRA)";"2014-07-28"
"10805";"2014";"14530";"ESTUDOS E PROJETOS / ADUTORA DE IBIAPABA/ AÇUDE JAFURU/ GUARACIABA DO NORTE";"2014-07-28"
"10806";"2014";"14531";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA / GUARACIABA DO NORTE.";"2014-07-28"
"10807";"2014";"14533";"ESTUDOS E PROJETOS / DISTRITO INDUSTRIAL / AMONTADA";"2014-07-28"
"10808";"2014";"14536";"ESTUDOS E PROJETOS / CENTRO DE REFERÊNCIA PARA TRATAMENTO DE USUÁRIOS DE CRACK";"2014-07-28"
"10809";"2014";"14538";"ESTUDOS E PROJETOS / CASA ABRIGO PARA MULHERES VÍTIMAS DE VIOLÊNCIA/ FORTALEZA";"2014-07-28"
"10810";"2014";"14539";"ESTUDOS E PROJETOS / REDE DE ABASTECIMENTO DÁGUA - MARANGUAPE (TABATINGA E UMAR";"2014-07-28"
"10811";"2014";"14540";"ESTUDOS E PROJETOS / CENTRO DE REFERÊNCIA PARA TRATAMENTO DE USUÁRIOS DE CRACK";"2014-07-28"
"10812";"2014";"14541";"ESTUDOS E PROJETOS / URBANIZAÇÃO DA AV. 5/ MARACANAÚ.";"2014-07-28"
"10813";"2014";"14542";"ESTUDOS E PROJETOS / RECUPERAÇÃO/ AMPLIAÇÃO DA BARRAGEM TIJUQUINHA (BATURITÉ)";"2014-07-28"
"10814";"2014";"14543";"ESTUDOS E PROJETOS / CONSTRUÇÃO DE CAIXA DÁGUA - AÇUDE DOS SÉRVULOS/ CRATEÚS";"2014-07-28"
"10815";"2014";"14544";"ESTUDOS E PROJETOS / CENTRO DE REFERÊNCIA PARA TRATAMENTO DE USUÁRIOS DE CRACK";"2014-07-28"
"10816";"2014";"14545";"ESTUDOS E PROJETOS / SISTEMA DE ABASTECIMENTO DÁGUA/ CRATEÚS (CABEÇA DA ONÇA).";"2014-07-28"
"10817";"2014";"14546";"ESTUDOS E PROJETOS / CENTRO MULTIMÍDIA DE COMUNICAÇÃO E INCLUSÃO DIGITAL/ PENTE";"2014-07-28"
"10818";"2014";"14547";"ESTUDOS E PROJETOS / CENTRO DE REFERÊNCIA PARA TRATAMANTO DE USUÁRIOS DE CRACK";"2014-07-28"
"10819";"2014";"14548";"ESTUDOS E PROJETOS / CENTRO MULTIMÍDIA DE COMUNICAÇÃO E INCLUSÃO DIGITAL/ BATUR";"2014-07-28"
"10820";"2014";"14549";"ESTUDOS E PROJETOS / PAVIMENAÇÃO ASFÁLTICA CRATEÚS (SEDE) - MONTENEBO";"2014-07-28"
"10821";"2014";"14550";"ESTUDOS E PROJETOS / CENTRO DE REFERÊNCIA PARA TRATAMANTO DE USUÁRIOS DE CRACK";"2014-07-28"
"10822";"2014";"14551";"ESTUDOS E PROJETOS / URBANIZAÇÃO DO RIO POTY (TRECHO URBANO) CRATEÚS";"2014-07-28"
"10823";"2014";"14552";"ESTUDOS E PROJETOS / CENTRO DE REFERÊNCIA PARA TRATAMANTO DE USUÁRIOS DE CRACK";"2014-07-28"
"10824";"2014";"14553";"ESTUDOS E PROJETOS / CENTRO DE REFERÊNCIA PARA TRATAMANTO DE USUÁRIOS DE CRACK";"2014-07-28"
"10825";"2014";"14554";"ESTUDOS E PROJETOS / CENTRO DE REFERÊNCIA PARA TRATAMENTO DE USUÁRIOS DE CRACK";"2014-07-28"
"10826";"2014";"14555";"ESTUDOS E PROJETOS / CENTRO MULTIMÍDIA DE COMUNICAÇÃO E INCLUSÃO DIGITAL/ CRATE";"2014-07-28"
"10827";"2014";"14558";"ESTUDOS E PROJETOS / DELEGACIA DA MULHER/ BAIRRO BOM JARDIM";"2014-07-28"
"10828";"2014";"14559";"ESTUDOS E PROJETOS / DELEGACIA DA MULHER/ PACAJUS.";"2014-07-28"
"10829";"2014";"14562";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA/ CAMPOS SALES.";"2014-07-28"
"10830";"2014";"14564";"ESTUDOS E PROJETOS / CENTRO MULTIMÍDIA DE COMUNICAÇÃO E INCLUSÃO DIGITAL/ BARBA";"2014-07-28"
"10831";"2014";"14565";"ESTUDOS E PROJETOS / CONSTRUÇÃO DE AVENIDA DE CONTORNO NA CIDADE DE AMONTADA";"2014-07-28"
"10832";"2014";"14566";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA CARIDADE  (DISTRITO DE SÃO DOMINGOS";"2014-07-28"
"10833";"2014";"14567";"ESTUDOS E PROJETOS / AMPLIAÇÃO DA OFERTA DE LEITOS NEONATAIS / SUS";"2014-07-28"
"10834";"2014";"14568";"Estudos e Projetos / Conclusão do Açude Diamantino/ Marco";"2014-07-28"
"10835";"2014";"14569";"ESTUDOS E PROJETOS / PASSAGEM MOLHADA SOBRE O RIO JAGUARIBE / ICÓ (CRUZEIRINHO)";"2014-07-28"
"10836";"2014";"14570";"ESTUDOS E PROJETOS / DUPLICAÇÃO DA RODOVIA ICÓ - LIMA CAMPOS";"2014-07-28"
"10837";"2014";"14571";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA / IPAUMIRIM (FELIZARDO)";"2014-07-28"
"10838";"2014";"14572";"ESTUDOS E PROJETOS / AERÓDROMO DE ICÓ";"2014-07-28"
"10839";"2014";"14573";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA / TABULEIRO DO NORTE.";"2014-07-28"
"10840";"2014";"14574";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA CE-282 / ICÓ - ICOZINHO.";"2014-07-28"
"10841";"2014";"14575";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA / CE-151 / UMARI - BAIXIO.";"2014-07-28"
"10842";"2014";"14576";"ESTUDOS E PROJETOS / DELEGACIA DA MULHER/ ICÓ";"2014-07-28"
"10843";"2014";"14577";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA / CE-282 - CE-153 / ICÓ - ORÓS";"2014-07-28"
"10844";"2014";"14578";"ESTUDOS E PROJETOS / REFORMAR, AMPLIAR E EQUIPAR O HOSPITAL REGIONAL DE ICÓ.";"2014-07-28"
"10845";"2014";"14579";"ESTUDOS E PROJETOS / ADUTORA / LAGOA DOS MILHARES / ICÓ (PEDRINHAS)";"2014-07-28"
"10846";"2014";"14580";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA / ICÓ (SEDE)";"2014-07-28"
"10847";"2014";"14581";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA / SERRA DE MARANGUAPE";"2014-07-28"
"10848";"2014";"14582";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA/  RODOVIA CE-065 (JUBAIA)";"2014-07-28"
"10849";"2014";"14583";"ESTUDOS E PROJETOS / BARRAGEM DO RIO TRUSSU / ACOPIARA";"2014-07-28"
"10850";"2014";"14584";"ESTUDOS E PROJETOS / Ampliação da linha do Metrofor / trecho Vila das Flores (P";"2014-07-28"
"10851";"2014";"14585";"ESTUDOS E PROJETOS / CICLOVIA MORADA NOVA";"2014-07-28"
"10852";"2014";"14586";"ESTUDOS E PROJETOS / APOIO A CONSTRUÇÃO DE DUAS (2) FAZENDAS ESPERANÇA NOS MUNI";"2014-07-28"
"10853";"2014";"14587";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA / CE065 - CE354.";"2014-07-28"
"10854";"2014";"14588";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO E DRENAGEM DAS VERTENTES DO LAGEDO";"2014-07-28"
"10855";"2014";"14589";"ESTUDOS E PROJETOS / LEITOS DE UNIDADES DE TRATAMENTO INTENSIVO - UTIS";"2014-07-28"
"10856";"2014";"14590";"ESTUDOS E PROJETOS / Duplicação da Avenida Henrique Mendes que liga o Alto da M";"2014-07-28"
"10857";"2014";"14591";"ESTUDOS E PROJETOS / REFORMA AEROPORTO DO MUNICÍPIO DE IGUATU";"2014-07-28"
"10858";"2014";"14592";"ESTUDOS E PROJETOS / RODOVIA SALITRE - ARARIPINA (PE)";"2014-07-28"
"10859";"2014";"14593";"ESTUDOS E PROJETOS / Apoio a realização da ExpoIguatu.";"2014-07-28"
"10860";"2014";"14594";"ESTUDOS E PROJETOS / IDENTIFICAÇÃO E TRATAMENTO DA DISLEXIA";"2014-07-28"
"10861";"2014";"14595";"ESTUDOS E PROJETOS / CAMINHÃO PARA COLETA DE LIXO / MUCAMBO.";"2014-07-28"
"10862";"2014";"14596";"ESTUDOS E PROJETOS / Implantação da Vara da Infância e da Adolescência no Munic";"2014-07-28"
"10863";"2014";"14598";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA/ RODOVIA PADRE CÍCERO";"2014-07-28"
"10864";"2014";"14599";"ESTUDOS E PROJETOS / SERVIÇO ITINERANTE PARA ERRADICAÇÃO DO SUB-REGISTRO";"2014-07-28"
"10865";"2014";"14600";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA / ACARAÚ (ARANAÚ) - CRUZ (PREÁ)";"2014-07-28"
"10866";"2014";"14601";"ESTUDOS E PROJETOS / AEROPORTO DE NOVA RUSSAS";"2014-07-28"
"10867";"2014";"14602";"ESTUDOS E PROJETOS / CICLOVIA / IGUATU (TRIÂNGULO DA CHAPADINHA)";"2014-07-28"
"10868";"2014";"14604";"ESTUDOS E PROJETOS / ASSISTÊNCIA AOS USUÁRIOS DE DROGAS LÍCITAS E ILÍCITAS.";"2014-07-28"
"10869";"2014";"14605";"ESTUDOS E PROJETOS / CASA DE RECUPERAÇÃO DE DEPENDENTES QUÍMICOS / PARACURU.";"2014-07-28"
"10870";"2014";"14606";"ESTUDOS E PROJETOS / URBANIZAÇÃO DO HORTO DE PADRE CÍCERO /  JUAZEIRO DO NORTE";"2014-07-28"
"10871";"2014";"14607";"ESTUDOS E PROJETOS / CASA DE RECUPERAÇÃO DE DEPENDENTES QUÍMICOS/SÃO GONÇALO DO";"2014-07-28"
"10872";"2014";"14608";"ESTUDOS E PROJETOS / APOIO FINANCEIRO A ONGS A TÍTULO DE SUBVENÇÃO";"2014-07-28"
"10873";"2014";"14609";"ESTUDOS E PROJETOS / CASA DE RECUPERAÇÃO DE DEPENDENTES QUÍMICOS / PARAIPABA.";"2014-07-28"
"10874";"2014";"14610";"ESTUDOS E PROJETOS / APOIO FINANCEIRO A ONGS A TÍTULO DE SUBVENÇÃO";"2014-07-28"
"10875";"2014";"14611";"ESTUDOS E PROJETOS / CASA RECUPERAÇÃO DE DEPENDENTES QUÍMICOS / TRAIRI.";"2014-07-28"
"10876";"2014";"14612";"ESTUDOS E PROJETOS / APOIO FINANCEIRO A ONGS A TÍTULO DE SUBVENÇÃO";"2014-07-28"
"10877";"2014";"14613";"ESTUDOS E PROJETOS / CASA DE RECUPERAÇÃO DEPENDENTES QUÍMICOS / PENTECOSTE.";"2014-07-28"
"10878";"2014";"14614";"ESTUDOS E PROJETOS / CASA DE RECUPERAÇÃO DE DEPENDENTES QUÍMICOS / TURURU.";"2014-07-28"
"10879";"2014";"14615";"ESTUDOS E PROJETOS / REFORMA E COBERTA DA QUADRA DE ESPORTES DA LOCALIDADE SETO";"2014-07-28"
"10880";"2014";"14616";"ESTUDOS E PROJETOS / CASA DE RECUPERAÇÃO DE DEPENDENTES QUÍMICOS / UMIRIM.";"2014-07-28"
"10881";"2014";"14617";"ESTUDOS E PROJETOS / CONSTRUÇÃO DA ADUTORA DE SERROTE BRANCO/QUIXADÁ";"2014-07-28"
"10882";"2014";"14618";"ESTUDOS E PROJETOS / CASA DE RECUPERAÇÃO DE DEPENDENTES QUÍMICOS ITAPIPOCA.";"2014-07-28"
"10883";"2014";"14619";"ESTUDOS E PROJETOS / CASA  DE RECUPERAÇÃO DE DEPENDENTES QUÍMICOS TEJUÇUOCA.";"2014-07-28"
"10884";"2014";"14620";"ESTUDOS E PROJETOS / ADUTORA EM CANAFÍSTULA/ RIO SÃO JOSÉ / APUIARES";"2014-07-28"
"10885";"2014";"14621";"ESTUDOS E PROJETOS / CASA DE RECUPERAÇÃO DE DEPENDENTES QUÍMICOS  APUIARÉS.";"2014-07-28"
"10886";"2014";"14622";"ESTUDOS E PROJETOS / CASA DE RECUPERAÇÃO DE DEPENDENTES QUÍMICOS ARACATI.";"2014-07-28"
"10887";"2014";"14623";"ESTUDOS E PROJETOS / SEDE DO SINE/IDT - CAMOCIM";"2014-07-28"
"10888";"2014";"14624";"ESTUDOS E PROJETOS / AQUISIÇÃO DE VIATURA PARA O SINE/IDT - CAMOCIM";"2014-07-28"
"10889";"2014";"14625";"ESTUDOS E PROJETOS / FÁBRICA DE GELO / ICARAIZINHO DE AMONTADA";"2014-07-28"
"10890";"2014";"14626";"ESTUDOS E PROJETOS / NÚCLEO DE INTERNAÇÃO E RESSOCIALIZAÇÃO DE DEPENDENTES QUÍM";"2014-07-28"
"10891";"2014";"14627";"ESTUDOS E PROJETOS / ESTÁDIO DE FUTEBOL / ICARAIZINHO DE AMONTADA";"2014-07-28"
"10892";"2014";"14629";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA / AMONTADA (ICARAIZINHO - SABIAGUAB";"2014-07-28"
"10893";"2014";"14630";"ESTUDOS E PROJETOS / AÇUDE PAULA PESSOA/  GRANJA";"2014-07-28"
"10894";"2014";"14631";"ESTUDOS E PROJETOS / CAMPUS AVANÇADO DA UVA/ CAMOCIM";"2014-07-28"
"10895";"2014";"14632";"ESTUDOS E PROJETOS / SEDE DO CIRETRAN/ CAMOCIM";"2014-07-28"
"10896";"2014";"14633";"ESTUDOS E PROJETOS / CONSTRUÇÃO DO MEMORIAL DE FÁTIMA / MAURITI (SÃO MIGUEL)";"2014-07-28"
"10897";"2014";"14634";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA / CE253 - MUCAMBO";"2014-07-28"
"10898";"2014";"14635";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA/ CE362 - CE071 / URUOCA";"2014-07-28"
"10899";"2014";"14636";"ESTUDOS E PROJETOS / BARRAGEM NA LAGOA DAS CANGALHAS / CAMOCIM";"2014-07-28"
"10900";"2014";"14637";"ESTUDOS E PROJETOS / FORMAÇÃO PROFISSIONAL EM SAÚDE E ASSISTÊNCIA SOCIAL PARA A";"2014-07-28"
"10901";"2014";"14638";"ESTUDOS E PROJETOS / CENTRO VOCACIONAL TECNOLÓGICO / CAMOCIM";"2014-07-28"
"10902";"2014";"14639";"ESTUDOS E PROJETOS / FORMAÇÃO PROFISSIONAL EM SAÚDE E ASSISTÊNCIA SOCIAL PARA A";"2014-07-28"
"10903";"2014";"14640";"ESTUDOS E PROJETOS / FORMAÇÃO PROFISSIONAL EM SAÚDE E ASSISTÊNCIA SOCIAL PARA A";"2014-07-28"
"10904";"2014";"14641";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA / CAMOCIM - PRAIA DE MACEIÓ";"2014-07-28"
"10905";"2014";"14642";"ESTUDOS E PROJETOS / FORMAÇÃO PROFISSIONAL EM SAÚDE E ASSISTÊNCIA SOCIAL PARA A";"2014-07-28"
"10906";"2014";"14643";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA / AMONTADA (MOITAS - BELA VISTA)";"2014-07-28"
